3404
\ID	X	Y	Vx	Vy	Radius	Pressure
-23	1.2768040020948463	3.5378743004847193	0.0	0.0	0.007	0.0
23	7.571528900859541	4.475961303213929	0.0	0.0	0.1	0.0
-24	8.723195997905155	6.462125699515281	0.0	0.0	0.007	0.0
24	2.7511694867167997	2.762265881347827	0.0	0.0	0.1	0.0
-25	1.2695399439111998	3.556508479440926	0.0	0.0	0.007	0.0
25	6.672744620280591	3.028807761946496	0.0	0.0	0.1	0.0
-26	8.7304600560888	6.443491520559074	0.0	0.0	0.007	0.0
26	5.977495757915714	7.7927768488365246	0.0	0.0	0.1	0.0
-27	1.262369147034661	3.5751787456099655	0.0	0.0	0.007	0.0
27	6.194421054439064	8.259984241082275	0.0	0.0	0.1	0.0
-28	8.737630852965339	6.424821254390034	0.0	0.0	0.007	0.0
28	1.9168671487846582	3.1349052131651267	0.0	0.0	0.1	0.0
-29	1.2552917907347778	3.593884632236155	0.0	0.0	0.007	0.0
29	7.095623217309642	2.2955293234828886	0.0	0.0	0.1	0.0
-30	8.744708209265223	6.406115367763845	0.0	0.0	0.007	0.0
30	8.361868283099142	5.524261092134795	0.0	0.0	0.1	0.0
-31	1.2483080519450898	3.612625671673303	0.0	0.0	0.007	0.0
31	6.430118395003064	7.81046830142631	0.0	0.0	0.1	0.0
-32	8.75169194805491	6.387374328326697	0.0	0.0	0.007	0.0
32	3.336027205845505	2.8319003802741127	0.0	0.0	0.1	0.0
-33	1.2414181052587026	3.6314013953964004	0.0	0.0	0.007	0.0
33	5.9454623016833805	2.514697566809267	0.0	0.0	0.1	0.0
-34	8.758581894741297	6.3685986046036	0.0	0.0	0.007	0.0
34	7.343750672169273	6.432054017169746	0.0	0.0	0.1	0.0
-35	1.2346221229239247	3.650211334013332	0.0	0.0	0.007	0.0
35	2.5886696306070953	7.02173472837184	0.0	0.0	0.1	0.0
-36	8.765377877076075	6.349788665986668	0.0	0.0	0.007	0.0
36	7.267168194033674	6.202491733309948	0.0	0.0	0.1	0.0
-37	1.2279202748399602	3.669055017276612	0.0	0.0	0.007	0.0
37	8.10190997995872	7.080782906468221	0.0	0.0	0.1	0.0
-38	8.77207972516004	6.330944982723388	0.0	0.0	0.007	0.0
38	6.35279038081983	7.0342545212127625	0.0	0.0	0.1	0.0
-39	1.2213127285526628	3.6879319740951395	0.0	0.0	0.007	0.0
39	4.455564465238873	8.136849163719205	0.0	0.0	0.1	0.0
-40	8.778687271447337	6.3120680259048605	0.0	0.0	0.007	0.0
40	5.943591609406705	2.982471274661106	0.0	0.0	0.1	0.0
-41	1.2147996492503448	3.7068417325459784	0.0	0.0	0.007	0.0
41	8.33954873135855	4.4174618597483155	0.0	0.0	0.1	0.0
-42	8.785200350749655	6.293158267454022	0.0	0.0	0.007	0.0
42	7.045146258387908	4.12399708602685	0.0	0.0	0.1	0.0
-43	1.2083811997596499	3.7257838198861513	0.0	0.0	0.007	0.0
43	2.7234428308718113	3.2289968449053568	0.0	0.0	0.1	0.0
-44	8.79161880024035	6.274216180113848	0.0	0.0	0.007	0.0
44	6.728285432749235	7.186639110165002	0.0	0.0	0.1	0.0
-45	1.2020575405414808	3.7447577625644617	0.0	0.0	0.007	0.0
45	6.855733947767144	2.5238509396414117	0.0	0.0	0.1	0.0
-46	8.797942459458518	6.255242237435539	0.0	0.0	0.007	0.0
46	4.007427316627999	8.07758804991688	0.0	0.0	0.1	0.0
-47	1.1958288296869894	3.7637630862333307	0.0	0.0	0.007	0.0
47	6.715004130074786	7.829414769900014	0.0	0.0	0.1	0.0
-48	8.80417117031301	6.236236913766669	0.0	0.0	0.007	0.0
48	2.596391975674586	6.5313545648801465	0.0	0.0	0.1	0.0
-49	1.1896952229136217	3.782799315760657	0.0	0.0	0.007	0.0
49	7.3426866177613	7.164395483480875	0.0	0.0	0.1	0.0
-50	8.810304777086378	6.217200684239343	0.0	0.0	0.007	0.0
50	5.880592390072477	7.3001060369253885	0.0	0.0	0.1	0.0
-51	1.1836568735612278	3.8018659752416935	0.0	0.0	0.007	0.0
51	7.542065122097675	4.974490535386867	0.0	0.0	0.1	0.0
-52	8.816343126438772	6.198134024758307	0.0	0.0	0.007	0.0
52	4.581689277684694	7.7190977390521	0.0	0.0	0.1	0.0
-53	1.1777139325882273	3.820962588010946	0.0	0.0	0.007	0.0
53	7.407839925777293	3.652002205079254	0.0	0.0	0.1	0.0
-54	8.822286067411772	6.179037411989054	0.0	0.0	0.007	0.0
54	4.190469550423283	2.2196247564214753	0.0	0.0	0.1	0.0
-55	1.1718665485678352	3.84008867665409	0.0	0.0	0.007	0.0
55	2.6996567259011757	3.900734859179273	0.0	0.0	0.1	0.0
-56	8.828133451432166	6.15991132334591	0.0	0.0	0.007	0.0
56	7.163153430815447	2.995274759663509	0.0	0.0	0.1	0.0
-57	1.1661148676843465	3.8592437630199052	0.0	0.0	0.007	0.0
57	3.1910894765882647	7.253587362191723	0.0	0.0	0.1	0.0
-58	8.833885132315654	6.140756236980095	0.0	0.0	0.007	0.0
58	1.3167420185043897	5.762782324486849	0.0	0.0	0.1	0.0
-59	1.160459033729485	3.8784273682322317	0.0	0.0	0.007	0.0
59	2.12224922278147	6.001524864101453	0.0	0.0	0.1	0.0
-60	8.839540966270516	6.121572631767768	0.0	0.0	0.007	0.0
60	4.608529132632191	7.123537826122822	0.0	0.0	0.1	0.0
-61	1.154899188098804	3.8976390127019362	0.0	0.0	0.007	0.0
61	6.870662349894787	2.8311208831458785	0.0	0.0	0.1	0.0
-62	8.845100811901196	6.102360987298064	0.0	0.0	0.007	0.0
62	1.6406853343112715	3.32743145233668	0.0	0.0	0.1	0.0
-63	1.149435469788155	3.916878216138909	0.0	0.0	0.007	0.0
63	1.540122173422625	3.915765995254622	0.0	0.0	0.1	0.0
-64	8.850564530211845	6.083121783861091	0.0	0.0	0.007	0.0
64	2.165020722442772	4.498325187374123	0.0	0.0	0.1	0.0
-65	1.1440680153902112	3.9361444975640656	0.0	0.0	0.007	0.0
65	8.136832453966518	4.998274621100704	0.0	0.0	0.1	0.0
-66	8.85593198460979	6.063855502435935	0.0	0.0	0.007	0.0
66	2.8482101076183404	6.5595633735739005	0.0	0.0	0.1	0.0
-67	1.138796959091053	3.9554373753213743	0.0	0.0	0.007	0.0
67	7.532595392232002	5.855565538827655	0.0	0.0	0.1	0.0
-68	8.861203040908947	6.044562624678626	0.0	0.0	0.007	0.0
68	4.344097804838302	2.794132954824562	0.0	0.0	0.1	0.0
-69	1.1336224326668134	3.9747563670898955	0.0	0.0	0.007	0.0
69	3.9474230863958617	7.603071638368027	0.0	0.0	0.1	0.0
-70	8.866377567333187	6.0252436329101045	0.0	0.0	0.007	0.0
70	3.263686262016961	7.786249866444651	0.0	0.0	0.1	0.0
-71	1.1285445654803832	3.9941009898958413	0.0	0.0	0.007	0.0
71	2.054876207745415	3.849126297141339	0.0	0.0	0.1	0.0
-72	8.871455434519618	6.005899010104159	0.0	0.0	0.007	0.0
72	8.49690239283379	3.832924881202056	0.0	0.0	0.1	0.0
-73	1.1235634844781783	4.013470760124649	0.0	0.0	0.007	0.0
73	1.9513556861877763	6.749354902169878	0.0	0.0	0.1	0.0
-74	8.87643651552182	5.986529239875351	0.0	0.0	0.007	0.0
74	2.4181335226638714	3.6871334719396005	0.0	0.0	0.1	0.0
-75	1.1186793141869638	4.032865193533072	0.0	0.0	0.007	0.0
75	5.560063386044403	8.25601041308016	0.0	0.0	0.1	0.0
-76	8.881320685813037	5.967134806466928	0.0	0.0	0.007	0.0
76	2.499846454226945	4.222621549492058	0.0	0.0	0.1	0.0
-77	1.1138921767107424	4.052283805261286	0.0	0.0	0.007	0.0
77	6.208985994899355	2.0101909466291814	0.0	0.0	0.1	0.0
-78	8.886107823289258	5.947716194738714	0.0	0.0	0.007	0.0
78	4.043774130600801	8.644117609387981	0.0	0.0	0.1	0.0
-79	1.109202191727702	4.071726109845008	0.0	0.0	0.007	0.0
79	7.426037847730246	6.818783832951019	0.0	0.0	0.1	0.0
-80	8.890797808272298	5.928273890154992	0.0	0.0	0.007	0.0
80	5.246210045370317	7.436943596670634	0.0	0.0	0.1	0.0
-81	1.104609476487223	4.091191621227635	0.0	0.0	0.007	0.0
81	4.714512618993569	8.85800302198372	0.0	0.0	0.1	0.0
-82	8.895390523512777	5.908808378772365	0.0	0.0	0.007	0.0
82	4.073457816192155	7.172275609398447	0.0	0.0	0.1	0.0
-83	1.100114145806947	4.110679852772399	0.0	0.0	0.007	0.0
83	7.484357032155136	7.434968394663452	0.0	0.0	0.1	0.0
-84	8.899885854193053	5.889320147227601	0.0	0.0	0.007	0.0
84	6.331552900509868	2.953777750965067	0.0	0.0	0.1	0.0
-85	1.0957163120699072	4.130190317274524	0.0	0.0	0.007	0.0
85	2.4202054385856524	2.874987460864496	0.0	0.0	0.1	0.0
-86	8.904283687930093	5.869809682725476	0.0	0.0	0.007	0.0
86	8.214701563473898	5.998486742276334	0.0	0.0	0.1	0.0
-87	1.0914160852217174	4.149722526973415	0.0	0.0	0.007	0.0
87	3.46578273502367	7.284330903401175	0.0	0.0	0.1	0.0
-88	8.908583914778283	5.850277473026585	0.0	0.0	0.007	0.0
88	3.080062797110862	2.8460959843329454	0.0	0.0	0.1	0.0
-89	1.0872135727678254	4.169275993564846	0.0	0.0	0.007	0.0
89	1.7317658897867285	4.402900074503389	0.0	0.0	0.1	0.0
-90	8.912786427232174	5.830724006435154	0.0	0.0	0.007	0.0
90	2.537530486665828	4.991193846589436	0.0	0.0	0.1	0.0
-91	1.083108879770823	4.188850228213172	0.0	0.0	0.007	0.0
91	4.552790886145964	2.7794700873060467	0.0	0.0	0.1	0.0
-92	8.916891120229177	5.811149771786828	0.0	0.0	0.007	0.0
92	3.5754047981507213	2.39255841481333	0.0	0.0	0.1	0.0
-93	1.079102108847822	4.208444741563545	0.0	0.0	0.007	0.0
93	7.637468496124134	2.801083523518245	0.0	0.0	0.1	0.0
-94	8.920897891152178	5.791555258436455	0.0	0.0	0.007	0.0
94	3.985232642840459	1.2901524211768214	0.0	0.0	0.1	0.0
-95	1.0751933601678867	4.228059043754151	0.0	0.0	0.007	0.0
95	2.446994920754495	6.387052229681348	0.0	0.0	0.1	0.0
-96	8.924806639832113	5.771940956245849	0.0	0.0	0.007	0.0
96	7.061195686901721	7.113810482099831	0.0	0.0	0.1	0.0
-97	1.0713827314495301	4.24769264442846	0.0	0.0	0.007	0.0
97	6.353978118949278	2.376775058808792	0.0	0.0	0.1	0.0
-98	8.92861726855047	5.75230735557154	0.0	0.0	0.007	0.0
98	1.4473816407281692	6.351147498760174	0.0	0.0	0.1	0.0
-99	1.0676703179582718	4.267345052747474	0.0	0.0	0.007	0.0
99	1.8797619493917765	2.7401626862626984	0.0	0.0	0.1	0.0
-100	8.932329682041729	5.732654947252526	0.0	0.0	0.007	0.0
100	2.4803876728453496	5.570876683732145	0.0	0.0	0.1	0.0
-101	1.0640562125042563	4.287015777402011	0.0	0.0	0.007	0.0
101	3.1055994869867725	3.604489715166488	0.0	0.0	0.1	0.0
-102	8.935943787495743	5.712984222597989	0.0	0.0	0.007	0.0
102	2.2124493313750535	6.636251398853343	0.0	0.0	0.1	0.0
-103	1.0605405054399308	4.306704326624978	0.0	0.0	0.007	0.0
103	8.265382462482243	3.6071026365580345	0.0	0.0	0.1	0.0
-104	8.939459494560069	5.693295673375022	0.0	0.0	0.007	0.0
104	7.837877666910277	4.554103276425577	0.0	0.0	0.1	0.0
-105	1.0571232846577896	4.32641020820367	0.0	0.0	0.007	0.0
105	3.761787264651483	8.18962120191347	0.0	0.0	0.1	0.0
-106	8.94287671534221	5.67358979179633	0.0	0.0	0.007	0.0
106	7.286773009890095	4.5691388782737965	0.0	0.0	0.1	0.0
-107	1.053804635588174	4.346132929492074	0.0	0.0	0.007	0.0
107	7.963327836454479	6.508979345453644	0.0	0.0	0.1	0.0
-108	8.946195364411826	5.653867070507926	0.0	0.0	0.007	0.0
108	7.027885333754737	7.522361411522299	0.0	0.0	0.1	0.0
-109	1.0505846411971378	4.365871997423186	0.0	0.0	0.007	0.0
109	4.424488476239817	7.536072971521791	0.0	0.0	0.1	0.0
-110	8.949415358802863	5.634128002576814	0.0	0.0	0.007	0.0
110	7.9800931181157235	3.706750116729774	0.0	0.0	0.1	0.0
-111	1.047463381984373	4.385626918521335	0.0	0.0	0.007	0.0
111	6.695798526073663	7.573813374671145	0.0	0.0	0.1	0.0
-112	8.952536618015627	5.614373081478665	0.0	0.0	0.007	0.0
112	2.988585424506927	2.52106962069214	0.0	0.0	0.1	0.0
-113	1.0444409359811977	4.405397198914522	0.0	0.0	0.007	0.0
113	1.3617779878043463	5.0729222906730485	0.0	0.0	0.1	0.0
-114	8.955559064018802	5.594602801085478	0.0	0.0	0.007	0.0
114	3.692216156315565	7.26120452119372	0.0	0.0	0.1	0.0
-115	1.0415173787486043	4.425182344346767	0.0	0.0	0.007	0.0
115	7.555433025515308	6.170377584710481	0.0	0.0	0.1	0.0
-116	8.958482621251395	5.574817655653233	0.0	0.0	0.007	0.0
116	2.1803079679436914	6.385444028028928	0.0	0.0	0.1	0.0
-117	1.0386927833753714	4.444981860190465	0.0	0.0	0.007	0.0
117	2.2449639268284898	3.2189457518863773	0.0	0.0	0.1	0.0
-118	8.961307216624629	5.555018139809535	0.0	0.0	0.007	0.0
118	4.817048993513412	7.119834722269843	0.0	0.0	0.1	0.0
-119	1.0359672204762358	4.464795251458751	0.0	0.0	0.007	0.0
119	4.6796353661914925	7.956585167209492	0.0	0.0	0.1	0.0
-120	8.964032779523764	5.535204748541249	0.0	0.0	0.007	0.0
120	4.126575948232478	1.6136129493952147	0.0	0.0	0.1	0.0
-121	1.0333407581901288	4.4846220228178755	0.0	0.0	0.007	0.0
121	7.046851913388114	3.3667722219193723	0.0	0.0	0.1	0.0
-122	8.966659241809872	5.5153779771821245	0.0	0.0	0.007	0.0
122	7.347531185257548	1.9783346824108006	0.0	0.0	0.1	0.0
-123	1.0308134621784704	4.504461678599587	0.0	0.0	0.007	0.0
123	5.574781541025754	7.366996077041719	0.0	0.0	0.1	0.0
-124	8.96918653782153	5.495538321400413	0.0	0.0	0.007	0.0
124	7.608748928668957	3.187166559143473	0.0	0.0	0.1	0.0
-125	1.0283853956235292	4.524313722813525	0.0	0.0	0.007	0.0
125	6.87620107870379	3.6830429579526864	0.0	0.0	0.1	0.0
-126	8.971614604376471	5.475686277186475	0.0	0.0	0.007	0.0
126	5.76607400569465	2.847190426853184	0.0	0.0	0.1	0.0
-127	1.0260566192268423	4.544177659159616	0.0	0.0	0.007	0.0
127	3.6323157432462043	1.5187244884444335	0.0	0.0	0.1	0.0
-128	8.973943380773157	5.455822340840384	0.0	0.0	0.007	0.0
128	8.649133761386894	5.829173140372586	0.0	0.0	0.1	0.0
-129	1.0238271912076993	4.564052991040488	0.0	0.0	0.007	0.0
129	3.3477978428307287	6.815612633661038	0.0	0.0	0.1	0.0
-130	8.9761728087923	5.435947008959512	0.0	0.0	0.007	0.0
130	5.681437343716859	1.9743535315558303	0.0	0.0	0.1	0.0
-131	1.0216971673016833	4.583939221573878	0.0	0.0	0.007	0.0
131	3.054751269036159	3.066268448436899	0.0	0.0	0.1	0.0
-132	8.978302832698317	5.416060778426122	0.0	0.0	0.007	0.0
132	5.937484193772455	8.48004847581441	0.0	0.0	0.1	0.0
-133	1.0196666007592823	4.60383585360506	0.0	0.0	0.007	0.0
133	2.5386463522766487	5.8142319118314205	0.0	0.0	0.1	0.0
-134	8.980333399240717	5.39616414639494	0.0	0.0	0.007	0.0
134	8.077200272142905	6.782204563817758	0.0	0.0	0.1	0.0
-135	1.0177355423445529	4.6237423897192675	0.0	0.0	0.007	0.0
135	2.8448134181891613	2.1663650427522847	0.0	0.0	0.1	0.0
-136	8.982264457655447	5.3762576102807325	0.0	0.0	0.007	0.0
136	2.3462324901484033	5.955111729148736	0.0	0.0	0.1	0.0
-137	1.0159040403338557	4.643658332254135	0.0	0.0	0.007	0.0
137	7.178335200376423	5.718181171468123	0.0	0.0	0.1	0.0
-138	8.984095959666144	5.356341667745865	0.0	0.0	0.007	0.0
138	1.2115370145874387	4.397760991210964	0.0	0.0	0.1	0.0
-139	1.014172140514645	4.663583183312137	0.0	0.0	0.007	0.0
139	7.7503722163992315	6.114665545883206	0.0	0.0	0.1	0.0
-140	8.985827859485354	5.336416816687863	0.0	0.0	0.007	0.0
140	2.298112006773015	5.049708637948754	0.0	0.0	0.1	0.0
-141	1.012539886184327	4.683516444773034	0.0	0.0	0.007	0.0
141	6.81629938362343	2.242017751659923	0.0	0.0	0.1	0.0
-142	8.987460113815672	5.316483555226966	0.0	0.0	0.007	0.0
142	2.1372866605160348	3.6013697742541755	0.0	0.0	0.1	0.0
-143	1.0110073181491739	4.703457618306329	0.0	0.0	0.007	0.0
143	4.180765053936139	1.9278718956340422	0.0	0.0	0.1	0.0
-144	8.988992681850826	5.296542381693671	0.0	0.0	0.007	0.0
144	5.184880322421754	8.8848627961827	0.0	0.0	0.1	0.0
-145	1.0095744747233075	4.723406205383721	0.0	0.0	0.007	0.0
145	7.3090086508841825	4.293080323052932	0.0	0.0	0.1	0.0
-146	8.990425525276692	5.276593794616279	0.0	0.0	0.007	0.0
146	2.396265073579019	4.6950353531012805	0.0	0.0	0.1	0.0
-147	1.0082413917277382	4.743361707291573	0.0	0.0	0.007	0.0
147	7.227396820352871	3.767528121632324	0.0	0.0	0.1	0.0
-148	8.991758608272262	5.256638292708427	0.0	0.0	0.007	0.0
148	7.896693562504991	5.1246280046486365	0.0	0.0	0.1	0.0
-149	1.007008102489472	4.763323625143376	0.0	0.0	0.007	0.0
149	2.314437942476989	7.265055412359308	0.0	0.0	0.1	0.0
-150	8.992991897510528	5.236676374856624	0.0	0.0	0.007	0.0
150	3.7938073997383848	7.0312628298241755	0.0	0.0	0.1	0.0
-151	1.0058746378406753	4.783291459892223	0.0	0.0	0.007	0.0
151	5.306992592390511	8.25328625049298	0.0	0.0	0.1	0.0
-152	8.994125362159325	5.216708540107777	0.0	0.0	0.007	0.0
152	7.657328045026706	6.923923687799263	0.0	0.0	0.1	0.0
-153	1.0048410261179055	4.803264712343286	0.0	0.0	0.007	0.0
153	1.5640587073456849	5.116417445690965	0.0	0.0	0.1	0.0
-154	8.995158973882095	5.196735287656714	0.0	0.0	0.007	0.0
154	1.840148738565663	5.590384176463418	0.0	0.0	0.1	0.0
-155	1.0039072931614017	4.8232428831662935	0.0	0.0	0.007	0.0
155	8.19958918957932	3.344766582142528	0.0	0.0	0.1	0.0
-156	8.9960927068386	5.1767571168337065	0.0	0.0	0.007	0.0
156	3.1600989336916547	3.8429682915041243	0.0	0.0	0.1	0.0
-157	1.0030734623144393	4.843225472908016	0.0	0.0	0.007	0.0
157	7.1499144372306604	7.731638771689674	0.0	0.0	0.1	0.0
-158	8.99692653768556	5.156774527091984	0.0	0.0	0.007	0.0
158	6.180060574378177	7.59463099751324	0.0	0.0	0.1	0.0
-159	1.0023395544227456	4.863211982004751	0.0	0.0	0.007	0.0
159	2.677605719033679	1.9961612122305894	0.0	0.0	0.1	0.0
-160	8.997660445577255	5.136788017995249	0.0	0.0	0.007	0.0
160	7.445609515504499	2.9345362816117406	0.0	0.0	0.1	0.0
-161	1.0017055878339804	4.883201910794811	0.0	0.0	0.007	0.0
161	3.5747852321045173	7.564748527302587	0.0	0.0	0.1	0.0
-162	8.99829441216602	5.116798089205189	0.0	0.0	0.007	0.0
162	4.48453724737211	8.758355681085755	0.0	0.0	0.1	0.0
-163	1.0011715783972748	4.903194759531018	0.0	0.0	0.007	0.0
163	1.527760813032951	4.278078551011098	0.0	0.0	0.1	0.0
-164	8.998828421602726	5.096805240468982	0.0	0.0	0.007	0.0
164	1.7779103786641617	4.694584182514644	0.0	0.0	0.1	0.0
-165	1.000737539462837	4.923190028393194	0.0	0.0	0.007	0.0
165	7.194147589591784	5.480760697022634	0.0	0.0	0.1	0.0
-166	8.999262460537164	5.076809971606806	0.0	0.0	0.007	0.0
166	3.322236715392516	2.5452066340502015	0.0	0.0	0.1	0.0
-167	1.000403481881618	4.943187217500661	0.0	0.0	0.007	0.0
167	8.661784162669365	5.346250867425481	0.0	0.0	0.1	0.0
-168	8.999596518118382	5.056812782499339	0.0	0.0	0.007	0.0
168	3.3118432586814452	3.2045313982221852	0.0	0.0	0.1	0.0
-169	1.0001694140050401	4.9631858269247315	0.0	0.0	0.007	0.0
169	1.9957068152631616	6.499005281241834	0.0	0.0	0.1	0.0
-170	8.99983058599496	5.0368141730752685	0.0	0.0	0.007	0.0
170	7.3175294394076325	7.887734253068624	0.0	0.0	0.1	0.0
-171	1.0000353416847876	4.9831853567012105	0.0	0.0	0.007	0.0
171	5.824493130469117	7.523335652821477	0.0	0.0	0.1	0.0
-172	8.999964658315212	5.0168146432987895	0.0	0.0	0.007	0.0
172	1.2461232283321242	5.524960192244886	0.0	0.0	0.1	0.0
-173	1.0000012682726616	5.003185306842896	0.0	0.0	0.007	0.0
173	3.8672816749466423	1.8562331417541715	0.0	0.0	0.1	0.0
-174	8.999998731727338	4.996814693157104	0.0	0.0	0.007	0.0
174	2.708110935493157	7.311236199457072	0.0	0.0	0.1	0.0
-175	1.0000671946204958	5.023185177352078	0.0	0.0	0.007	0.0
175	6.354115128335778	2.582018665267025	0.0	0.0	0.1	0.0
-176	8.999932805379505	4.976814822647922	0.0	0.0	0.007	0.0
176	4.270889678239445	2.449377132199957	0.0	0.0	0.1	0.0
-177	1.0002331190801343	5.043184468233032	0.0	0.0	0.007	0.0
177	5.620570449666853	2.209559051647081	0.0	0.0	0.1	0.0
-178	8.999766880919866	4.956815531766968	0.0	0.0	0.007	0.0
178	7.272612088433881	5.994580395672135	0.0	0.0	0.1	0.0
-179	1.0004990375034755	5.06318267950453	0.0	0.0	0.007	0.0
179	6.334164236219877	1.490040676155803	0.0	0.0	0.1	0.0
-180	8.999500962496525	4.93681732049547	0.0	0.0	0.007	0.0
180	1.8046849197966406	3.86785566874447	0.0	0.0	0.1	0.0
-181	1.0008649432425711	5.083179311212332	0.0	0.0	0.007	0.0
181	7.317198221905728	5.0593918194769705	0.0	0.0	0.1	0.0
-182	8.999135056757428	4.916820688787668	0.0	0.0	0.007	0.0
182	5.051874472187561	7.781932282447498	0.0	0.0	0.1	0.0
-183	1.0013308271497983	5.103173863441684	0.0	0.0	0.007	0.0
183	8.179386482906661	6.458355858728357	0.0	0.0	0.1	0.0
-184	8.998669172850201	4.896826136558316	0.0	0.0	0.007	0.0
184	7.0958253862253065	6.659807537003296	0.0	0.0	0.1	0.0
-185	1.0018966775780824	5.123165836329825	0.0	0.0	0.007	0.0
185	2.9129850879128516	4.693542732767082	0.0	0.0	0.1	0.0
-186	8.998103322421917	4.876834163670175	0.0	0.0	0.007	0.0
186	2.8750138077095513	3.4876382681500884	0.0	0.0	0.1	0.0
-187	1.0025624803811932	5.143154730078473	0.0	0.0	0.007	0.0
187	5.748887000192316	1.7794617688570327	0.0	0.0	0.1	0.0
-188	8.997437519618806	4.856845269921527	0.0	0.0	0.007	0.0
188	7.937267193502758	4.879127629666691	0.0	0.0	0.1	0.0
-189	1.0033282189140942	5.163140044966324	0.0	0.0	0.007	0.0
189	2.8091506727789097	7.0223260045667075	0.0	0.0	0.1	0.0
-190	8.996671781085906	4.836859955033676	0.0	0.0	0.007	0.0
190	1.3307240530323097	4.834436671807295	0.0	0.0	0.1	0.0
-191	1.004193874033363	5.183121281361548	0.0	0.0	0.007	0.0
191	3.800396708576302	2.1895314308514293	0.0	0.0	0.1	0.0
-192	8.995806125966638	4.816878718638452	0.0	0.0	0.007	0.0
192	4.834771876401189	7.462603567305829	0.0	0.0	0.1	0.0
-193	1.0051594240976658	5.203097939734276	0.0	0.0	0.007	0.0
193	7.6283730082219785	6.612740079758044	0.0	0.0	0.1	0.0
-194	8.994840575902334	4.796902060265724	0.0	0.0	0.007	0.0
194	6.884562299088143	6.494361402373217	0.0	0.0	0.1	0.0
-195	1.006224844968302	5.223069520669088	0.0	0.0	0.007	0.0
195	2.5969904855014665	3.056320077004159	0.0	0.0	0.1	0.0
-196	8.993775155031699	4.776930479330912	0.0	0.0	0.007	0.0
196	8.149950500337962	5.466690535377214	0.0	0.0	0.1	0.0
-197	1.0073901100098048	5.243035524877502	0.0	0.0	0.007	0.0
197	6.136892404494382	7.0176972355212195	0.0	0.0	0.1	0.0
-198	8.992609889990195	4.756964475122498	0.0	0.0	0.007	0.0
198	1.6893234280376253	4.144778833654803	0.0	0.0	0.1	0.0
